Codigo;Mes;Demanda_Unid
CPE-01021;2025-05-01;0,0
CPE-01022;2020-12-01;0,0
CPE-01022;2022-04-01;20,0
CPE-01023;2022-04-01;74,0
CPE-01023;2023-04-01;83,0
CPE-01024;2025-09-01;8,0
CPE-01025;2024-04-01;80,0
CPE-01026;2020-01-01;28,0
CPE-01026;2025-08-01;84,0
CPE-01028;2023-02-01;0,0
CPE-01029;2021-10-01;0,0
CPE-01029;2023-04-01;38,0
CPE-01029;2025-10-01;41,0
CPE-01031;2021-04-01;91,0
CPE-01031;2022-09-01;34,0
CPE-01031;2023-05-01;89,0
CPE-01031;2025-01-01;0,0
CPE-01032;2022-06-01;57,0
CPE-01034;2022-04-01;80,0
CPE-01034;2025-02-01;0,0
CPE-01034;2025-10-01;0,0
CPE-01035;2022-07-01;86,0
CPE-01035;2023-07-01;62,0
CPE-01036;2020-11-01;82,0
CPE-01036;2024-03-01;28,0
CPE-01036;2024-09-01;51,0
CPE-01038;2023-01-01;0,0
CPE-01038;2023-02-01;50,0
CPE-01038;2023-09-01;0,0
CPE-01039;2021-05-01;53,0
CPE-01039;2023-08-01;23,0
CPE-01040;2020-10-01;37,0
CPE-01042;2022-10-01;81,0
CPE-01042;2025-10-01;6,0
CPE-01043;2023-02-01;68,0
CPE-01043;2025-10-01;75,0
CPE-01044;2022-11-01;4,0
CPE-01044;2024-09-01;0,0
CPE-01045;2020-06-01;86,0
CPE-01045;2020-10-01;59,0
CPE-01046;2024-01-01;0,0
CPE-01047;2024-10-01;23,0
CPE-01049;2023-06-01;62,0
CPE-01049;2024-05-01;0,0
CPE-01052;2020-03-01;94,0
CPE-01052;2020-05-01;55,0
CPE-01052;2022-01-01;24,0
CPE-01052;2022-11-01;80,0
CPE-01054;2022-02-01;0,0
CPE-01054;2023-06-01;27,0
CPE-01056;2022-11-01;97,0
CPE-01056;2023-07-01;0,0
CPE-01056;2024-02-01;51,0
CPE-01056;2024-12-01;0,0
CPE-01057;2022-09-01;0,0
CPE-01059;2022-09-01;0,0
CPE-01060;2023-08-01;89,0
CPE-01060;2024-12-01;46,0
CPE-01061;2021-10-01;17,0
CPE-01062;2021-01-01;54,0
CPE-01063;2024-02-01;0,0
CPE-01064;2025-09-01;44,0
CPE-01065;2024-07-01;73,0
CPE-01065;2025-04-01;0,0
CPE-01066;2024-06-01;0,0
CPE-01067;2024-01-01;65,0
CPE-01067;2024-10-01;0,0
CPE-01067;2025-08-01;3,0
CPE-01068;2020-06-01;17,0
CPE-01069;2020-03-01;5,0
CPE-01069;2020-06-01;26,0
CPE-01071;2020-01-01;0,0
CPE-01071;2021-05-01;0,0
CPE-01072;2023-02-01;0,0
CPE-01074;2024-11-01;0,0
CPE-01075;2024-09-01;73,0
CPE-01076;2023-04-01;25,0
CPE-01077;2025-02-01;4,0
CPE-01078;2024-07-01;18,0
CPE-01079;2020-11-01;0,0
CPE-01081;2022-10-01;0,0
CPE-01084;2021-11-01;58,0
CPE-01085;2023-05-01;7,0
CPE-01086;2021-12-01;79,0
CPE-01086;2024-08-01;0,0
CPE-01087;2020-05-01;8,0
CPE-01088;2020-09-01;20,0
CPE-01088;2021-10-01;0,0
CPE-01089;2020-10-01;2,0
CPE-01089;2021-02-01;0,0
CPE-01090;2022-05-01;92,0
CPE-01090;2025-06-01;0,0
CPE-01091;2022-01-01;41,0
CPE-01091;2023-08-01;0,0
CPE-01093;2024-07-01;0,0
CPE-01094;2025-07-01;20,0
CPE-01096;2020-02-01;0,0
CPE-01096;2025-12-01;80,0
CPE-01097;2025-02-01;0,0
CPE-01098;2021-02-01;59,0
CPE-01099;2023-09-01;43,0
CPE-01099;2025-10-01;69,0
CPE-01101;2021-08-01;0,0
CPE-01101;2022-09-01;45,0
CPE-01101;2023-12-01;0,0
CPE-01102;2021-07-01;41,0
CPE-01102;2024-12-01;13,0
CPE-01103;2020-06-01;76,0
CPE-01104;2025-04-01;99,0
CPE-01106;2020-05-01;0,0
CPE-01106;2021-05-01;0,0
CPE-01106;2022-04-01;9,0
CPE-01108;2023-12-01;0,0
CPE-01111;2021-12-01;53,0
CPE-01111;2025-08-01;0,0
CPEH-00003;2020-05-01;29,0
CPEH-00003;2020-09-01;42,0
CPEH-00003;2022-11-01;16,0
CPEH-00003;2025-02-01;55,0
CPEH-00004;2022-10-01;95,0
CPEH-00004;2025-05-01;0,0
CPEH-00005;2025-08-01;100,0
CPEH-00007;2021-10-01;99,0
CPEH-00007;2023-05-01;73,0
CPEH-00007;2025-05-01;54,0
CPEH-00008;2021-04-01;7,0
CPEH-00009;2021-10-01;76,0
CPEH-00009;2021-11-01;11,0
CPEH-00009;2022-04-01;99,0
CPEH-00010;2020-02-01;31,0
CPEH-00010;2021-06-01;62,0
CPEH-00010;2022-05-01;47,0
CPEH-00010;2022-07-01;0,0
CPEH-00011;2020-08-01;85,0
CPEH-00011;2021-05-01;45,0
CPEH-00011;2022-06-01;81,0
CPEH-00012;2022-01-01;69,0
CPEH-00012;2023-02-01;0,0
CPEH-00015;2022-01-01;32,0
CPEH-00015;2024-03-01;0,0
CPEH-00015;2025-11-01;73,0
CPEH-00015;2025-12-01;63,0
CPEH-00016;2022-07-01;28,0
CPEH-00016;2022-12-01;0,0
CPEH-00018;2020-12-01;0,0
CPEH-00019;2023-07-01;35,0
CPEH-00021;2022-01-01;85,0
CPEH-00021;2023-11-01;21,0
CPEH-00021;2025-02-01;70,0
CPEH-00021;2025-08-01;95,0
CPEH-00022;2023-03-01;24,0
CPEH-00024;2023-11-01;72,0
CPEH-00025;2021-06-01;0,0
CPEH-00025;2024-10-01;8,0
CPEH-00025;2025-09-01;80,0
CPEH-00026;2020-01-01;39,0
CPEH-00026;2024-04-01;0,0
CPEH-00027;2022-11-01;0,0
CPEH-00027;2025-05-01;91,0
CPEH-00027;2025-08-01;30,0
CPEH-00028;2020-03-01;97,0
CPEH-00028;2020-04-01;54,0
CPEH-00029;2025-05-01;0,0
CPEH-00030;2023-05-01;52,0
CPEH-00031;2021-07-01;5,0
CPEH-00032;2020-11-01;32,0
CPEH-00032;2021-04-01;53,0
CPEH-00034;2022-02-01;81,0
CPEH-00034;2025-02-01;60,0
CPEH-00035;2024-02-01;0,0
CPEH-00036;2020-12-01;68,0
CPEH-00036;2023-02-01;53,0
CPEH-00036;2023-12-01;61,0
CPEH-00037;2024-07-01;0,0
CPEH-00037;2025-07-01;34,0
CPEH-00039;2021-11-01;59,0
CPEH-00039;2024-02-01;66,0
CPEH-00039;2024-12-01;0,0
CPEH-00041;2022-12-01;36,0
CPEH-00041;2024-01-01;56,0
CPEH-00042;2022-06-01;26,0
CPEH-00043;2022-06-01;29,0
CPEH-00043;2025-03-01;61,0
CPEH-00045;2024-04-01;3,0
CPEH-00047;2020-07-01;58,0
CPEH-00048;2022-02-01;42,0
CPEH-00048;2024-05-01;100,0
CPEH-00052;2021-12-01;49,0
CPEH-00054;2024-01-01;47,0
CPEH-00054;2024-10-01;54,0
CPEH-00054;2025-11-01;0,0
CPEH-00055;2025-02-01;20,0
CPEH-00059;2020-11-01;14,0
CPEH-00059;2024-06-01;67,0
CPEH-00060;2021-08-01;72,0
CPEH-00060;2023-10-01;4,0
CPEH-00060;2024-01-01;49,0
CPEH-00061;2023-05-01;0,0
CPEH-00061;2023-07-01;40,0
CPEH-00062;2021-05-01;5,0
CPEH-00065;2025-02-01;0,0
CPEH-00067;2021-03-01;62,0
CPEH-00068;2022-09-01;58,0
CPV-00001;2020-04-01;59,0
CPV-00003;2020-10-01;27,0
CPV-00003;2022-02-01;56,0
CPVC-00001;2024-02-01;0,0
CPVC-00001;2025-07-01;92,0
CPVC-00002;2024-12-01;27,0
CR-00001;2023-02-01;0,0
CR-00003;2021-12-01;71,0
CR-00003;2024-09-01;57,0
CR-00005;2020-11-01;93,0
CR-00005;2024-10-01;72,0
CR-00005;2025-03-01;19,0
CR-000053;2023-05-01;0,0
CR-00006;2022-04-01;57,0
CR-00007;2022-02-01;0,0
CR-00009;2021-01-01;98,0
CR-00009;2022-04-01;68,0
CR-00010;2020-06-01;84,0
CR-00010;2021-12-01;48,0
CR-00012;2020-09-01;45,0
CR-00014;2020-04-01;67,0
CR-00014;2022-12-01;34,0
CR-00015;2021-06-01;0,0
CR-00016;2020-10-01;79,0
CR-00016;2024-05-01;0,0
CR-00017;2022-04-01;0,0
CR-00017;2024-06-01;90,0
CR-00018;2022-01-01;0,0
CR-00018;2022-08-01;0,0
CR-00018;2023-01-01;46,0
CR-00019;2021-05-01;95,0
CR-00019;2022-03-01;28,0
CR-00020;2022-02-01;0,0
CR-00021;2020-11-01;43,0
CR-00021;2023-04-01;10,0
CR-00021;2025-01-01;82,0
CR-00023;2020-10-01;0,0
CR-00024;2020-11-01;25,0
CR-00024;2021-09-01;72,0
CR-00025;2020-07-01;0,0
CR-00025;2024-07-01;69,0
CR-00026;2024-02-01;16,0
CR-00028;2022-03-01;55,0
CR-00029;2022-12-01;0,0
CR-00030;2020-10-01;0,0
CR-00030;2022-09-01;28,0
CR-00031;2022-09-01;26,0
CR-00032;2020-09-01;42,0
CR-00034;2021-01-01;0,0
CR-00036;2020-08-01;11,0
CR-00036;2021-07-01;63,0
CR-00036;2023-09-01;19,0
CR-00036;2024-05-01;75,0
CR-00037;2023-03-01;0,0
CR-00037;2024-07-01;0,0
CR-00038;2023-01-01;0,0
CR-00039;2024-08-01;84,0
CR-00040;2021-05-01;78,0
CR-00040;2025-11-01;53,0
CR-00041;2020-09-01;0,0
CR-00041;2024-04-01;0,0
CR-00042;2020-12-01;77,0
CR-00042;2022-07-01;0,0
CR-00042;2025-11-01;9,0
CR-00044;2023-07-01;14,0
CR-00045;2023-05-01;31,0
CR-00045;2023-09-01;0,0
CR-00045;2025-04-01;64,0
CR-00047;2020-02-01;0,0
CR-00047;2020-03-01;0,0
CR-00048;2021-05-01;61,0
CR-00050;2021-03-01;57,0
CR-00051;2020-07-01;43,0
CR-00051;2023-09-01;63,0
CR-00051;2025-01-01;26,0
CR-00052;2021-01-01;0,0
CR-00053;2021-05-01;0,0
CR-00054;2022-07-01;47,0
CR-00054;2024-01-01;9,0
CR-00056;2021-05-01;86,0
CR-00057;2020-09-01;97,0
CR-00057;2023-01-01;0,0
CR-00057;2024-11-01;97,0
CR-00057;2025-02-01;95,0
CR-00058;2020-02-01;11,0
CR-00058;2021-07-01;0,0
CR-00058;2023-10-01;57,0
CR-00058;2025-05-01;89,0
CR-00059;2022-05-01;0,0
CR-00059;2025-06-01;77,0
CR-00061;2023-02-01;14,0
CR-00062;2020-11-01;58,0
CR-00063;2020-08-01;32,0
CR-00064;2021-08-01;66,0
CR-00064;2022-12-01;0,0
CR-00064;2023-09-01;55,0
CR-00065;2020-01-01;55,0
CR-00066;2024-07-01;19,0
CR-00066;2024-09-01;56,0
CR-00067;2020-10-01;42,0
CR-00068;2021-01-01;17,0
CR-00069;2024-09-01;78,0
CR-00069;2024-12-01;60,0
CR-00070;2020-03-01;78,0
CR-00070;2021-05-01;4,0
CR-00072;2020-01-01;0,0
CR-00072;2020-02-01;38,0
CR-00072;2020-08-01;14,0
CR-00072;2021-07-01;18,0
CR-00073;2020-09-01;13,0
CR-00074;2022-03-01;77,0
CR-00074;2022-09-01;53,0
CR-00074;2023-01-01;0,0
CR-00075;2021-10-01;88,0
CR-00076;2025-07-01;0,0
CR-00077;2022-01-01;63,0
CR-00081;2020-12-01;44,0
CR-00081;2023-09-01;11,0
CR-00082;2020-07-01;56,0
CR-00082;2021-04-01;97,0
CR-00082;2023-07-01;18,0
CR-00083;2023-04-01;0,0
CR-00083;2025-02-01;66,0
CR-00083;2025-09-01;46,0
CR-00084;2025-05-01;82,0
CR-00085;2025-01-01;0,0
CR-00086;2025-11-01;0,0
CR-00087;2021-11-01;98,0
CR-00088;2020-06-01;0,0
CR-00088;2022-07-01;46,0
CR-00089;2020-03-01;58,0
CR-00089;2020-07-01;6,0
CR-00090;2025-08-01;52,0
CR-00091;2025-06-01;93,0
CR-00091;2025-10-01;39,0
CR-00092;2021-03-01;72,0
CR-00092;2024-06-01;54,0
CR-00094;2022-06-01;100,0
CR-00094;2023-05-01;0,0
CR-00095;2021-05-01;94,0
CR-00095;2025-06-01;78,0
CR-00097;2020-07-01;31,0
CR-00099;2020-03-01;14,0
CR-00099;2020-06-01;0,0
CR-00099;2022-11-01;0,0
CR-00099;2023-03-01;45,0
CR-00100;2024-11-01;44,0
CR-00101;2021-03-01;0,0
CR-00102;2021-09-01;13,0
CR-00102;2022-10-01;0,0
CR-00102;2024-12-01;100,0
CR-00103;2021-06-01;44,0
CR-00103;2023-08-01;35,0
CR-00103;2025-10-01;87,0
CR-00105;2020-08-01;15,0
CR-00107;2021-10-01;12,0
CR-00110;2021-09-01;58,0
CR-00111;2024-08-01;86,0
CR-00113;2024-11-01;32,0
CR-00114;2020-01-01;0,0
CR-00114;2020-02-01;40,0
CR-00114;2021-02-01;22,0
CR-00114;2022-08-01;26,0
CR-00115;2020-09-01;15,0
CR-00116;2020-09-01;62,0
CR-00116;2021-08-01;86,0
CR-00116;2021-11-01;0,0
CR-00117;2020-05-01;12,0
CR-00117;2022-10-01;0,0
CR-00118;2021-09-01;61,0
CR-00119;2023-12-01;84,0
CR-00120;2021-03-01;69,0
CR-00120;2021-07-01;23,0
CR-00122;2021-04-01;0,0
CR-00122;2022-04-01;52,0
CR-00125;2025-09-01;58,0
CR-00126;2020-04-01;100,0
CR-00126;2024-02-01;47,0
CR-00127;2021-10-01;49,0
CR-00127;2022-09-01;74,0
CR-00128;2021-06-01;0,0
CR-00128;2022-10-01;0,0
CR-00130;2020-05-01;81,0
CR-00131;2021-05-01;0,0
CR-00132;2020-09-01;0,0
CR-00132;2021-11-01;60,0
CR-00133;2020-11-01;77,0
CR-00134;2024-01-01;0,0
CR-00135;2021-11-01;5,0
CR-00135;2023-04-01;13,0
CR-00137;2021-01-01;10,0
CR-00139;2022-08-01;43,0
CR-00139;2025-01-01;74,0
CR-00141;2021-06-01;83,0
CR-00142;2022-01-01;0,0
CR-00143;2025-10-01;0,0
CR-00144;2022-01-01;57,0
CTF-00001;2023-05-01;23,0
CTF-00002;2021-06-01;98,0
CTF-00002;2022-10-01;0,0
CTF-00002;2024-06-01;0,0
CTF-00003;2023-05-01;0,0
CTF-00003;2025-03-01;38,0
CTF-00004;2020-06-01;0,0
CTF-00004;2021-02-01;49,0
CTF-00005;2023-01-01;31,0
CTF-00006;2023-01-01;0,0
CTF-00006;2024-10-01;49,0
CTF-00007;2025-09-01;73,0
CTF-00008;2020-01-01;68,0
CTF-00008;2025-04-01;98,0
CTF-00010;2022-05-01;0,0
CTF-00012;2023-06-01;68,0
CTF-00012;2024-10-01;25,0
CTF-00013;2023-10-01;0,0
CTF-00013;2024-04-01;33,0
CTF-00014;2020-04-01;85,0
CTF-00014;2023-09-01;70,0
CTF-00015;2020-07-01;84,0
CTF-00015;2024-12-01;82,0
CTF-00017;2022-11-01;86,0
CTF-00017;2023-07-01;89,0
CTF-00019;2022-01-01;0,0
CTF-00020;2020-08-01;36,0
CTF-00020;2021-03-01;0,0
CTF-00021;2022-04-01;84,0
CTF-00022;2021-02-01;88,0
CTF-00022;2022-07-01;89,0
CTF-00022;2024-12-01;81,0
CTF-00025;2022-08-01;17,0
CTF-00025;2025-11-01;87,0
CTF-00026;2022-12-01;43,0
CTF-00026;2024-05-01;0,0
CTF-00027;2022-04-01;53,0
CTF-00027;2022-12-01;38,0
CTF-00029;2020-12-01;56,0
CTF-00030;2021-01-01;0,0
CTF-00031;2021-01-01;72,0
CTF-00032;2020-10-01;2,0
CTF-00032;2021-04-01;67,0
CTF-00033;2024-03-01;0,0
CTF-00034;2023-02-01;0,0
CTF-00035;2021-06-01;59,0
CTF-00037;2020-08-01;59,0
CTF-00037;2023-03-01;67,0
CTF-00039;2023-01-01;19,0
CTF-00042;2021-05-01;6,0
CTF-00042;2025-08-01;62,0
CTF-00043;2022-02-01;97,0
CTF-00044;2021-02-01;0,0
CTF-00045;2023-06-01;79,0
CTF-E-00001;2020-06-01;61,0
CTF-E-00002;2020-12-01;70,0
CTF-E-00005;2024-11-01;7,0
CTF-E-00007;2022-12-01;3,0
CTF-E-00007;2023-01-01;44,0
CTF-E-00007;2023-02-01;0,0
CTF-E-00007;2024-04-01;85,0
CTF-E-00009;2022-06-01;44,0
CTF-E-00010;2022-07-01;77,0
CTF-E-00012;2021-09-01;0,0
CTF-E-00013;2025-06-01;23,0
CTF-E-00013;2025-12-01;7,0
CTF-E-00014;2025-05-01;24,0
CTF-E-00015;2021-12-01;18,0
CTF-E-00017;2020-04-01;77,0
CTF-E-00017;2021-01-01;62,0
CTF-E-00017;2023-09-01;8,0
CTF-E-00017;2024-12-01;23,0
CTF-E-00018;2020-04-01;31,0
CTF-E-00018;2023-03-01;71,0
CTF-E-00018;2023-07-01;52,0
CTF-E-00018;2024-02-01;14,0
CTN-00001;2020-05-01;51,0
CTN-00002;2021-10-01;0,0
CTN-00002;2022-01-01;39,0
CTN-00002;2023-05-01;71,0
CTN-00002;2025-03-01;54,0
CTN-00002;2025-07-01;0,0
CTT-00003;2023-11-01;0,0
CTT-00003;2025-03-01;19,0
CTV-00001;2020-07-01;3,0
CTV-00001;2023-04-01;61,0
CTV-0002;2023-08-01;6,0
CUC-00001;2020-01-01;93,0
CUC-00001;2024-03-01;25,0
CUC-00001;2025-07-01;90,0
CUC-00002;2020-11-01;33,0
CUC-00002;2021-02-01;89,0
CUC-00002;2022-03-01;8,0
CUC-00003;2021-02-01;75,0
CUC-00004;2022-08-01;0,0
CUC-00005;2023-05-01;21,0
CUC-00007;2021-03-01;59,0
CUC-00007;2022-10-01;9,0
CUC-00007;2023-01-01;99,0
CUC-00007;2024-01-01;73,0
CUC-00008;2020-04-01;23,0
CUC-00008;2021-12-01;70,0
CUC-00008;2024-10-01;22,0
CUC-00009;2021-09-01;0,0
CUC-00009;2023-05-01;0,0
CUC-00009;2024-04-01;39,0
CUC-00009;2024-06-01;32,0
CUC-00012;2024-04-01;75,0
CUC-00013;2021-08-01;50,0
CUC-00014;2020-03-01;78,0
CUC-00014;2023-05-01;0,0
CUC-00014;2024-06-01;8,0
CUC-00017;2024-12-01;32,0
CUPVC-00001;2021-01-01;92,0
CUPVC-00002;2020-08-01;31,0
CUPVC-00002;2021-05-01;76,0
CUPVC-00002;2024-09-01;44,0
CUPVC-00003;2024-06-01;77,0
CUPVC-00004;2022-08-01;51,0
CZR-00001;2023-08-01;0,0
CZR-00001;2025-08-01;96,0
CZR-00002;2020-05-01;9,0
CZR-00003;2025-12-01;145,0
CZR-00004;2021-05-01;39,0
CZR-00004;2022-02-01;90,0
CZR-00004;2023-02-01;96,0
CZR-00006;2021-07-01;44,0
CZR-00006;2024-07-01;17,0
CZR-00008;2025-04-01;33,0
CZR-00009;2024-02-01;88,0
CZR-00009;2025-12-01;58,0
CZR-00010;2020-08-01;0,0
CZR-00010;2021-09-01;0,0
CZR-00011;2021-01-01;79,0
CZR-00011;2023-07-01;20,0
CZR-00011;2023-08-01;98,0
DESNV-00001;2022-07-01;0,0
DESNV-00001;2024-04-01;12,0
DESNV-00001;2024-07-01;0,0
DESNV-00001;2025-06-01;0,0
DESNV-00002;2020-12-01;11,0
DESNV-00002;2021-11-01;68,0
DESNV-00003;2021-07-01;23,0
DESNV-00004;2021-08-01;83,0
DESNV-00004;2023-03-01;40,0
DESNV-00004;2023-09-01;68,0
DESNV-00006;2024-03-01;86,0
DESNV-00006;2024-07-01;0,0
DISC-00001;2023-03-01;0,0
DISC-00001;2023-08-01;26,0
EMB-00001;2020-04-01;0,0
EMB-00001;2021-10-01;41,0
EMB-00001;2024-11-01;0,0
EMB-00001;2025-10-01;14,0
EMB-00002;2024-01-01;14,0
EMB-00002;2024-04-01;0,0
EMB-00002;2024-08-01;20,0
ER-00001;2023-06-01;33,0
ER-00002;2021-11-01;34,0
ER-00002;2024-02-01;67,0
ER-00003;2025-06-01;0,0
EXT-00001;2022-06-01;56,0
GA-00001;2024-01-01;100,0
GA-00002;2025-11-01;53,0
GA-00003;2021-03-01;64,0
GA-00006;2025-05-01;36,0
GA-00008;2025-12-01;39,0
GA-00009;2020-07-01;73,0
GA-00011;2021-03-01;48,0
GA-00011;2021-09-01;0,0
GA-00011;2023-11-01;10,0
GA-00012;2020-12-01;38,0
GA-00012;2021-02-01;42,0
GA-00012;2021-05-01;0,0
GA-00012;2024-06-01;39,0
GA-00013;2022-09-01;0,0
GA-00013;2024-06-01;56,0
GA-00013;2025-03-01;0,0
GA-00014;2024-09-01;0,0
GA-00014;2024-10-01;25,0
GA-00015;2020-02-01;29,0
GA-00015;2021-09-01;32,0
GA-00015;2025-06-01;7,0
GA-00016;2025-03-01;85,0
GA-00017;2022-05-01;18,0
GA-00018;2022-09-01;68,0
GA-00018;2024-05-01;18,0
GA-00019;2025-05-01;100,0
GA-00020;2021-04-01;0,0
GA-00020;2025-10-01;55,0
GA-00021;2020-09-01;0,0
GA-00022;2021-03-01;0,0
GA-00022;2023-06-01;17,0
GA-00023;2021-06-01;60,0
GA-00023;2022-11-01;14,0
GA-00023;2024-03-01;100,0
GA-00023;2024-08-01;17,0
GA-00023;2025-03-01;70,0
GA-00025;2021-07-01;0,0
GA-00025;2023-07-01;27,0
GA-00026;2020-03-01;0,0
GA-00027;2023-08-01;82,0
GA-00028;2025-04-01;89,0
GA-00029;2021-08-01;43,0
GA-00029;2022-11-01;56,0
GA-00030;2025-06-01;0,0
GA-00032;2020-04-01;26,0
GA-00032;2021-11-01;56,0
GA-00032;2025-02-01;70,0
GA-00035;2023-12-01;0,0
GA-00036;2020-09-01;49,0
GA-00036;2020-11-01;0,0
GA-00038;2021-11-01;79,0
GA-00038;2023-09-01;66,0
GA-00039;2020-08-01;75,0
GA-00045;2024-03-01;43,0
GA-00046;2021-10-01;76,0
GA-00046;2025-01-01;49,0
GA-00047;2021-02-01;30,0
GA-00047;2021-10-01;79,0
GA-00049;2020-05-01;98,0
GA-00049;2021-09-01;15,0
GA-00049;2022-06-01;0,0
GA-00051;2023-11-01;0,0
GA-00052;2020-05-01;95,0
GA-00052;2021-02-01;28,0
GA-00052;2021-10-01;86,0
GA-00052;2022-05-01;0,0
GA-00055;2020-06-01;91,0
GA-00058;2022-03-01;75,0
GA-00058;2023-11-01;49,0
GA-00059;2020-01-01;21,0
GA-00060;2021-05-01;81,0
GA-00060;2022-10-01;21,0
GA-00061;2022-11-01;83,0
GA-00064;2021-04-01;46,0
GA-00064;2025-07-01;66,0
GA-00065;2020-12-01;0,0
GA-00065;2021-01-01;99,0
GA-00065;2022-06-01;73,0
GA-00065;2023-07-01;58,0
GA-00066;2021-06-01;0,0
GA-00066;2024-08-01;0,0
GA-00066;2025-11-01;84,0
GA-00067;2020-12-01;33,0
GA-00067;2022-06-01;3,0
GA-00067;2025-01-01;85,0
GA-00068;2021-07-01;0,0
GA-00068;2024-11-01;99,0
GA-00070;2023-12-01;49,0
GA-00071;2020-03-01;0,0
GA-00072;2020-11-01;82,0
GA-00073;2021-09-01;59,0
GA-00073;2022-10-01;4,0
GA-00073;2023-06-01;100,0
GA-00073;2025-11-01;76,0
GA-00076;2022-08-01;22,0
GA-00076;2023-05-01;22,0
GA-00076;2023-07-01;9,0
GA-00076;2023-09-01;37,0
GA-00076;2024-02-01;97,0
GA-00077;2021-03-01;0,0
GA-00077;2022-04-01;0,0
GA-00077;2022-12-01;61,0
GA-00077;2024-07-01;0,0
GE-00001;2021-01-01;13,0
GE-00003;2021-01-01;39,0
GE-00003;2022-04-01;100,0
GE-00004;2025-08-01;30,0
GE-00005;2020-04-01;86,0
GE-00005;2021-04-01;70,0
GE-00005;2024-07-01;23,0
GE-00005;2025-03-01;68,0
GE-00006;2020-12-01;16,0
GE-00007;2021-08-01;48,0
GE-00007;2021-09-01;0,0
GE-00007;2021-10-01;72,0
GE-00007;2022-08-01;17,0
GE-00007;2025-06-01;36,0
GE-00008;2021-02-01;0,0
GE-00008;2023-09-01;0,0
GE-00008;2023-12-01;74,0
GE-00010;2021-12-01;91,0
GE-00010;2022-04-01;29,0
GE-00010;2024-04-01;0,0
GE-00010;2024-12-01;3,0
GE-00011;2023-07-01;0,0
GE-00011;2024-12-01;0,0
GE-00012;2024-11-01;0,0
GE-00013;2022-12-01;89,0
GE-00013;2024-02-01;0,0
GE-00015;2020-12-01;0,0
GE-00015;2021-06-01;38,0
GE-00015;2021-08-01;34,0
GE-00015;2025-02-01;0,0
GE-00015;2025-06-01;33,0
GECI-00001;2024-10-01;55,0
GECI-00002;2020-03-01;73,0
GECI-00002;2022-09-01;94,0
GECI-00005;2021-10-01;55,0
GECI-00005;2024-04-01;0,0
GECI-00005;2025-04-01;27,0
GECI-00005;2025-06-01;0,0
GECI-00006;2023-04-01;69,0
GECI-00007;2020-06-01;67,0
GECI-00008;2023-09-01;91,0
GECI-00008;2024-03-01;86,0
GECI-00010;2021-09-01;0,0
GECI-00011;2021-02-01;0,0
GECI-00013;2020-01-01;37,0
GECI-00013;2025-10-01;98,0
GECI-00014;2021-12-01;41,0
GECI-00015;2024-03-01;4,0
GECI-00016;2024-09-01;46,0
GECI-00017;2022-08-01;0,0
GECI-00017;2022-12-01;76,0
GECI-00017;2025-10-01;0,0
GECI-00018;2021-07-01;25,0
GECI-00019;2021-01-01;61,0
GECI-00019;2022-01-01;34,0
GECI-00019;2022-09-01;16,0
GECI-00020;2025-12-01;90,0
GECI-00021;2021-09-01;67,0
GECI-00021;2024-12-01;0,0
GEL-00001;2020-07-01;66,0
GPC-00001;2025-10-01;9,0
HJC-00002;2025-09-01;77,0
HJC-00003;2023-09-01;0,0
HJC-00004;2021-08-01;0,0
HJC-00004;2023-05-01;0,0
HJC-00004;2025-12-01;0,0
HJC-00005;2021-06-01;35,0
HJC-00005;2022-05-01;37,0
HJC-00006;2020-07-01;98,0
ITM-00001;2021-08-01;92,0
ITM-00003;2020-12-01;54,0
ITM-00003;2023-07-01;34,0
ITM-00005;2024-08-01;50,0
ITM-00006;2022-04-01;0,0
ITM-00006;2024-03-01;4,0
ITM-00007;2021-09-01;8,0
ITM-00007;2023-03-01;0,0
LLT-0001;2023-05-01;0,0
LLT-0001;2025-04-01;81,0
LLT-0002;2022-03-01;73,0
LLT-0002;2024-02-01;36,0
LLT-0002;2024-07-01;72,0
LLT-0002;2024-12-01;11,0
LLT-0003;2021-06-01;0,0
LLT-0003;2023-01-01;93,0
LLT-0003;2023-03-01;0,0
MCN-00001;2025-07-01;53,0
MCN-00002;2021-08-01;0,0
MCN-00003;2021-01-01;72,0
MCN-00003;2022-08-01;10,0
MCN-00004;2020-06-01;45,0
MCN-00004;2020-07-01;65,0
MCN-00004;2021-08-01;65,0
MCN-00005;2020-12-01;20,0
MCN-00005;2022-05-01;43,0
MCN-00005;2024-10-01;95,0
MCN-00005;2025-11-01;48,0
MCN-00006;2022-08-01;39,0
MCN-00007;2020-02-01;25,0
MCN-00007;2023-11-01;50,0
MCN-00008;2021-06-01;34,0
MCN-00008;2025-02-01;38,0
MCN-00009;2025-11-01;65,0
MCN-00010;2022-05-01;4,0
MCN-00010;2023-07-01;18,0
MCN-00010;2024-04-01;0,0
MCN-00010;2024-10-01;9,0
MCN-00011;2023-08-01;43,0
MCN-00012;2023-01-01;31,0
MCN-00013;2021-01-01;13,0
MCN-00013;2024-12-01;88,0
MCN-00013;2025-08-01;39,0
MCN-00014;2021-10-01;7,0
MCN-00014;2023-02-01;0,0
MD-00002;2020-01-01;39,0
MD-00002;2020-12-01;27,0
MD-00002;2023-10-01;0,0
MD-00002;2024-09-01;68,0
MD-00003;2022-10-01;18,0
MD-00003;2025-07-01;7,0
MD-00003;2025-09-01;16,0
