Codigo;Bodega;Mes;Stock_Unid
ER-00002;Almacen Punto de Ventas 1;2024-01-01;-30
ER-00002;Almacen Punto de Ventas 1;2024-02-01;-67
ER-00003;Almacen Punto de Venta 2;2025-06-01;6
EXT-00001;Almacen Punto de Ventas 1;2022-06-01;-56
EXT-00001;Almacen Punto de Ventas 1;2025-11-01;16
GA-00001;Almacen Central;2020-12-01;-12
GA-00001;Almacen Central;2023-03-01;-77
GA-00001;Almacen Punto de Venta 2;2023-09-01;-56
GA-00001;Almacen Punto de Ventas 1;2020-09-01;-30
GA-00001;Almacen Punto de Ventas 1;2024-01-01;-100
GA-00002;Almacen Punto de Venta 2;2022-11-01;42
GA-00002;Almacen Punto de Ventas 1;2025-11-01;-53
GA-00003;Almacen Central;2021-03-01;-64
GA-00003;Almacen Central;2023-10-01;41
GA-00004;Almacen Central;2023-01-01;-54
GA-00004;Almacen Punto de Ventas 1;2021-07-01;-40
GA-00005;Almacen Punto de Venta 2;2024-04-01;24
GA-00005;Almacen Punto de Ventas 1;2024-12-01;-20
GA-00006;Almacen Central;2023-03-01;-55
GA-00006;Almacen Central;2025-05-01;-36
GA-00006;Almacen Punto de Venta 2;2023-07-01;-81
GA-00006;Almacen Punto de Ventas 1;2025-03-01;-4
GA-00007;Almacen Punto de Venta 2;2020-10-01;-5
GA-00007;Almacen Punto de Venta 2;2024-02-01;-8
GA-00008;Almacen Punto de Ventas 1;2022-08-01;-26
GA-00008;Almacen Punto de Ventas 1;2025-12-01;-39
GA-00009;Almacen Central;2025-12-01;-45
GA-00009;Almacen Punto de Venta 2;2020-07-01;-73
GA-00010;Almacen Central;2022-03-01;-26
GA-00010;Almacen Central;2022-04-01;96
GA-00010;Almacen Central;2025-02-01;-57
GA-00010;Almacen Punto de Venta 2;2021-06-01;-26
GA-00010;Almacen Punto de Ventas 1;2025-04-01;45
GA-00011;Almacen Central;2023-11-01;-10
GA-00011;Almacen Punto de Venta 2;2021-03-01;-48
GA-00011;Almacen Punto de Ventas 1;2021-09-01;47
GA-00012;Almacen Central;2021-02-01;-42
GA-00012;Almacen Punto de Venta 2;2023-09-01;64
GA-00012;Almacen Punto de Venta 2;2023-12-01;-45
GA-00012;Almacen Punto de Ventas 1;2020-12-01;-38
GA-00012;Almacen Punto de Ventas 1;2021-05-01;94
GA-00012;Almacen Punto de Ventas 1;2024-06-01;-39
GA-00013;Almacen Central;2021-08-01;-36
GA-00013;Almacen Central;2022-09-01;8
GA-00013;Almacen Central;2024-06-01;-77
GA-00013;Almacen Central;2025-12-01;-87
GA-00013;Almacen Punto de Venta 2;2020-09-01;-82
GA-00013;Almacen Punto de Ventas 1;2024-06-01;-56
GA-00013;Almacen Punto de Ventas 1;2025-03-01;13
GA-00014;Almacen Central;2020-08-01;-62
GA-00014;Almacen Central;2024-09-01;30
GA-00014;Almacen Punto de Ventas 1;2024-10-01;-25
GA-00015;Almacen Central;2025-09-01;-62
GA-00015;Almacen Punto de Venta 2;2020-02-01;-29
GA-00015;Almacen Punto de Venta 2;2025-03-01;20
GA-00015;Almacen Punto de Venta 2;2025-06-01;-7
GA-00015;Almacen Punto de Ventas 1;2021-03-01;-99
GA-00015;Almacen Punto de Ventas 1;2021-09-01;-32
GA-00016;Almacen Central;2023-06-01;9
GA-00016;Almacen Punto de Venta 2;2025-03-01;-85
GA-00017;Almacen Punto de Venta 2;2023-02-01;-8
GA-00017;Almacen Punto de Ventas 1;2020-01-01;89
GA-00017;Almacen Punto de Ventas 1;2022-05-01;-18
GA-00018;Almacen Central;2024-05-01;-18
GA-00018;Almacen Punto de Venta 2;2022-09-01;-68
GA-00019;Almacen Central;2022-10-01;-26
GA-00019;Almacen Punto de Ventas 1;2023-10-01;89
GA-00019;Almacen Punto de Ventas 1;2025-05-01;-100
GA-00020;Almacen Central;2021-04-01;66
GA-00020;Almacen Punto de Venta 2;2025-10-01;-55
GA-00020;Almacen Punto de Ventas 1;2022-10-01;-33
GA-00021;Almacen Central;2023-11-01;-37
GA-00021;Almacen Punto de Venta 2;2020-03-01;-37
GA-00021;Almacen Punto de Venta 2;2022-04-01;-39
GA-00021;Almacen Punto de Ventas 1;2020-09-01;66
GA-00022;Almacen Central;2021-03-01;12
GA-00022;Almacen Central;2023-06-01;-17
GA-00022;Almacen Punto de Ventas 1;2021-01-01;-75
GA-00023;Almacen Central;2020-07-01;31
GA-00023;Almacen Central;2021-06-01;-60
GA-00023;Almacen Central;2024-03-01;-100
GA-00023;Almacen Central;2024-08-01;-17
GA-00023;Almacen Punto de Ventas 1;2022-11-01;-14
GA-00023;Almacen Punto de Ventas 1;2025-03-01;-70
GA-00024;Almacen Central;2023-05-01;-39
GA-00024;Almacen Punto de Venta 2;2024-07-01;4
GA-00025;Almacen Central;2021-11-01;-12
GA-00025;Almacen Central;2021-12-01;-67
GA-00025;Almacen Central;2025-12-01;19
GA-00025;Almacen Punto de Venta 2;2021-07-01;17
GA-00025;Almacen Punto de Venta 2;2023-07-01;-21
GA-00025;Almacen Punto de Ventas 1;2021-10-01;59
GA-00026;Almacen Central;2020-03-01;87
GA-00026;Almacen Central;2021-07-01;-4
GA-00026;Almacen Punto de Ventas 1;2025-04-01;-2
GA-00027;Almacen Central;2021-06-01;-99
GA-00027;Almacen Punto de Venta 2;2020-01-01;-80
GA-00027;Almacen Punto de Venta 2;2023-08-01;-82
GA-00027;Almacen Punto de Ventas 1;2021-04-01;-2
GA-00028;Almacen Central;2024-09-01;35
GA-00028;Almacen Central;2025-04-01;-89
GA-00029;Almacen Central;2021-08-01;-43
GA-00029;Almacen Punto de Ventas 1;2020-07-01;65
GA-00029;Almacen Punto de Ventas 1;2022-11-01;-56
GA-00029;Almacen Punto de Ventas 1;2025-04-01;35
GA-00030;Almacen Central;2025-06-01;2
GA-00030;Almacen Punto de Venta 2;2020-03-01;-33
GA-00031;Almacen Central;2021-05-01;-2
GA-00032;Almacen Central;2025-02-01;-70
GA-00032;Almacen Punto de Ventas 1;2020-04-01;-26
GA-00032;Almacen Punto de Ventas 1;2021-11-01;-56
GA-00033;Almacen Central;2020-08-01;-12
GA-00033;Almacen Punto de Ventas 1;2024-07-01;49
GA-00034;Almacen Punto de Venta 2;2023-03-01;41
GA-00034;Almacen Punto de Venta 2;2024-11-01;-22
GA-00034;Almacen Punto de Ventas 1;2023-07-01;-81
GA-00035;Almacen Central;2021-10-01;-81
GA-00035;Almacen Punto de Venta 2;2022-03-01;-28
GA-00035;Almacen Punto de Venta 2;2023-06-01;43
GA-00035;Almacen Punto de Venta 2;2024-02-01;-24
GA-00035;Almacen Punto de Ventas 1;2023-12-01;97
GA-00035;Almacen Punto de Ventas 1;2024-02-01;-6
GA-00035;Almacen Punto de Ventas 1;2024-07-01;-18
GA-00036;Almacen Punto de Venta 2;2020-03-01;-52
GA-00036;Almacen Punto de Venta 2;2020-09-01;-49
GA-00036;Almacen Punto de Venta 2;2020-11-01;15
GA-00036;Almacen Punto de Venta 2;2025-10-01;80
GA-00037;Almacen Punto de Ventas 1;2020-02-01;74
GA-00037;Almacen Punto de Ventas 1;2020-03-01;-20
GA-00037;Almacen Punto de Ventas 1;2025-09-01;-68
GA-00038;Almacen Central;2020-10-01;-89
GA-00038;Almacen Punto de Venta 2;2021-03-01;42
GA-00038;Almacen Punto de Venta 2;2021-11-01;-79
GA-00038;Almacen Punto de Venta 2;2023-09-01;-66
GA-00038;Almacen Punto de Ventas 1;2022-11-01;-10
GA-00038;Almacen Punto de Ventas 1;2023-09-01;-11
GA-00039;Almacen Central;2025-08-01;-41
GA-00039;Almacen Punto de Ventas 1;2020-08-01;-75
GA-00039;Almacen Punto de Ventas 1;2025-09-01;-100
GA-00040;Almacen Central;2024-06-01;-21
GA-00040;Almacen Central;2025-11-01;-98
GA-00040;Almacen Punto de Venta 2;2020-08-01;25
GA-00040;Almacen Punto de Ventas 1;2023-03-01;-8
GA-00041;Almacen Punto de Ventas 1;2023-05-01;98
GA-00041;Almacen Punto de Ventas 1;2025-10-01;67
GA-00042;Almacen Central;2025-09-01;64
GA-00042;Almacen Punto de Venta 2;2021-07-01;79
GA-00042;Almacen Punto de Ventas 1;2025-01-01;-11
GA-00043;Almacen Central;2020-05-01;-79
GA-00043;Almacen Central;2022-08-01;-91
GA-00044;Almacen Punto de Ventas 1;2024-12-01;-100
GA-00045;Almacen Central;2024-03-01;-43
GA-00045;Almacen Central;2025-10-01;-76
GA-00046;Almacen Central;2021-10-01;-76
GA-00046;Almacen Central;2025-01-01;-49
GA-00047;Almacen Central;2021-10-01;-79
GA-00047;Almacen Punto de Ventas 1;2021-02-01;-30
GA-00047;Almacen Punto de Ventas 1;2025-10-01;4
GA-00048;Almacen Central;2025-11-01;-73
GA-00048;Almacen Punto de Venta 2;2020-10-01;-55
GA-00049;Almacen Central;2020-05-01;-98
GA-00049;Almacen Central;2021-09-01;-15
GA-00049;Almacen Punto de Venta 2;2022-06-01;6
GA-00049;Almacen Punto de Ventas 1;2020-02-01;-99
GA-00049;Almacen Punto de Ventas 1;2021-06-01;-78
GA-00049;Almacen Punto de Ventas 1;2024-10-01;23
GA-00051;Almacen Punto de Venta 2;2023-11-01;26
GA-00052;Almacen Central;2021-02-01;-28
GA-00052;Almacen Punto de Venta 2;2020-05-01;-95
GA-00052;Almacen Punto de Venta 2;2023-04-01;-29
GA-00052;Almacen Punto de Ventas 1;2021-10-01;-86
GA-00052;Almacen Punto de Ventas 1;2022-05-01;70
GA-00052;Almacen Punto de Ventas 1;2024-11-01;-74
GA-00054;Almacen Punto de Ventas 1;2023-07-01;-24
GA-00055;Almacen Central;2020-05-01;-50
GA-00055;Almacen Central;2020-06-01;-91
GA-00055;Almacen Punto de Venta 2;2024-09-01;35
GA-00056;Almacen Punto de Ventas 1;2021-09-01;-92
GA-00056;Almacen Punto de Ventas 1;2023-08-01;-3
GA-00058;Almacen Punto de Venta 2;2023-11-01;-49
GA-00058;Almacen Punto de Ventas 1;2022-03-01;-75
GA-00058;Almacen Punto de Ventas 1;2023-09-01;-8
GA-00059;Almacen Central;2020-01-01;-21
GA-00059;Almacen Central;2021-01-01;37
GA-00059;Almacen Punto de Venta 2;2021-05-01;-63
GA-00060;Almacen Central;2022-10-01;-21
GA-00060;Almacen Punto de Venta 2;2021-05-01;-81
GA-00060;Almacen Punto de Venta 2;2025-06-01;-92
GA-00060;Almacen Punto de Ventas 1;2022-08-01;11
GA-00061;Almacen Punto de Venta 2;2021-03-01;82
GA-00061;Almacen Punto de Venta 2;2022-11-01;-83
GA-00061;Almacen Punto de Ventas 1;2021-05-01;-31
GA-00062;Almacen Punto de Venta 2;2024-07-01;-31
GA-00062;Almacen Punto de Ventas 1;2021-08-01;-57
GA-00062;Almacen Punto de Ventas 1;2022-02-01;-9
GA-00063;Almacen Punto de Venta 2;2020-09-01;-16
GA-00064;Almacen Central;2022-11-01;-64
GA-00064;Almacen Central;2025-07-01;-66
GA-00064;Almacen Punto de Venta 2;2021-04-01;-46
GA-00064;Almacen Punto de Venta 2;2021-08-01;-33
GA-00064;Almacen Punto de Ventas 1;2025-06-01;-38
GA-00065;Almacen Central;2022-06-01;-73
GA-00065;Almacen Punto de Venta 2;2021-01-01;-99
GA-00065;Almacen Punto de Venta 2;2023-07-01;-58
GA-00065;Almacen Punto de Ventas 1;2020-12-01;3
GA-00066;Almacen Punto de Venta 2;2024-08-01;47
GA-00066;Almacen Punto de Ventas 1;2021-06-01;93
GA-00066;Almacen Punto de Ventas 1;2022-08-01;-87
GA-00066;Almacen Punto de Ventas 1;2025-11-01;-84
GA-00067;Almacen Central;2023-12-01;15
GA-00067;Almacen Central;2024-01-01;-20
GA-00067;Almacen Central;2025-09-01;-55
GA-00067;Almacen Punto de Venta 2;2020-12-01;-33
GA-00067;Almacen Punto de Venta 2;2022-06-01;-3
GA-00067;Almacen Punto de Venta 2;2025-01-01;-85
GA-00067;Almacen Punto de Ventas 1;2021-06-01;-44
GA-00068;Almacen Central;2023-06-01;83
GA-00068;Almacen Punto de Ventas 1;2020-02-01;-93
GA-00068;Almacen Punto de Ventas 1;2021-07-01;97
GA-00068;Almacen Punto de Ventas 1;2024-11-01;-99
GA-00068;Almacen Punto de Ventas 1;2025-01-01;-16
GA-00069;Almacen Punto de Venta 2;2024-06-01;-90
GA-00069;Almacen Punto de Ventas 1;2022-09-01;-5
GA-00069;Almacen Punto de Ventas 1;2023-12-01;-9
GA-00070;Almacen Punto de Venta 2;2023-12-01;-49
GA-00071;Almacen Central;2022-12-01;-74
GA-00071;Almacen Punto de Venta 2;2020-03-01;92
GA-00071;Almacen Punto de Ventas 1;2022-10-01;69
GA-00072;Almacen Central;2023-08-01;-11
GA-00072;Almacen Punto de Venta 2;2020-11-01;-82
GA-00072;Almacen Punto de Ventas 1;2020-10-01;61
GA-00073;Almacen Central;2021-02-01;54
GA-00073;Almacen Punto de Venta 2;2021-09-01;-59
GA-00073;Almacen Punto de Venta 2;2023-06-01;-100
GA-00073;Almacen Punto de Ventas 1;2022-10-01;-4
GA-00073;Almacen Punto de Ventas 1;2025-11-01;-76
GA-00075;Almacen Central;2021-04-01;-7
GA-00075;Almacen Punto de Venta 2;2025-02-01;35
GA-00076;Almacen Central;2023-05-01;-22
GA-00076;Almacen Central;2023-07-01;-9
GA-00076;Almacen Central;2024-02-01;-97
GA-00076;Almacen Central;2024-04-01;-3
GA-00076;Almacen Punto de Venta 2;2023-09-01;-37
GA-00076;Almacen Punto de Ventas 1;2022-08-01;-22
GA-00077;Almacen Punto de Venta 2;2021-03-01;30
GA-00077;Almacen Punto de Venta 2;2021-11-01;-36
GA-00077;Almacen Punto de Venta 2;2022-04-01;21
GA-00077;Almacen Punto de Ventas 1;2021-06-01;-46
GA-00077;Almacen Punto de Ventas 1;2022-12-01;-61
GA-00077;Almacen Punto de Ventas 1;2024-07-01;64
GA-00078;Almacen Central;2022-03-01;-78
GA-00078;Almacen Punto de Venta 2;2020-03-01;67
GA-00078;Almacen Punto de Venta 2;2022-06-01;-15
GA-00078;Almacen Punto de Venta 2;2024-02-01;-33
GA-00078;Almacen Punto de Ventas 1;2024-05-01;35
GA-00078;Almacen Punto de Ventas 1;2025-08-01;-64
GA-00079;Almacen Central;2021-09-01;-90
GA-00079;Almacen Punto de Venta 2;2024-10-01;-35
GA-00079;Almacen Punto de Ventas 1;2021-01-01;98
GE-00001;Almacen Punto de Ventas 1;2020-06-01;-74
GE-00001;Almacen Punto de Ventas 1;2021-01-01;-13
GE-00002;Almacen Punto de Venta 2;2021-05-01;-30
GE-00002;Almacen Punto de Venta 2;2024-01-01;-81
GE-00002;Almacen Punto de Venta 2;2024-06-01;-83
GE-00002;Almacen Punto de Ventas 1;2020-05-01;96
GE-00002;Almacen Punto de Ventas 1;2020-06-01;-55
GE-00003;Almacen Central;2021-01-01;-39
GE-00003;Almacen Central;2021-02-01;-53
GE-00003;Almacen Central;2024-05-01;-65
GE-00003;Almacen Punto de Ventas 1;2022-04-01;-100
GE-00004;Almacen Punto de Ventas 1;2021-03-01;-94
GE-00004;Almacen Punto de Ventas 1;2021-07-01;-30
GE-00004;Almacen Punto de Ventas 1;2023-04-01;86
GE-00004;Almacen Punto de Ventas 1;2025-08-01;-30
GE-00005;Almacen Central;2022-10-01;-25
GE-00005;Almacen Punto de Venta 2;2021-04-01;-70
GE-00005;Almacen Punto de Venta 2;2024-07-01;-23
GE-00005;Almacen Punto de Venta 2;2025-02-01;-15
GE-00005;Almacen Punto de Ventas 1;2020-04-01;-86
GE-00005;Almacen Punto de Ventas 1;2025-02-01;-72
GE-00005;Almacen Punto de Ventas 1;2025-03-01;-68
GE-00006;Almacen Central;2020-09-01;-10
GE-00006;Almacen Central;2020-12-01;-16
GE-00006;Almacen Central;2025-07-01;-77
GE-00007;Almacen Central;2021-08-01;-48
GE-00007;Almacen Central;2021-09-01;23
GE-00007;Almacen Central;2022-08-01;-17
GE-00007;Almacen Central;2023-08-01;-61
GE-00007;Almacen Central;2025-06-01;-36
GE-00007;Almacen Punto de Ventas 1;2021-10-01;-72
GE-00008;Almacen Central;2023-12-01;-74
GE-00008;Almacen Central;2024-05-01;-94
GE-00008;Almacen Punto de Venta 2;2020-10-01;-84
GE-00008;Almacen Punto de Ventas 1;2021-02-01;48
GE-00008;Almacen Punto de Ventas 1;2022-06-01;82
GE-00008;Almacen Punto de Ventas 1;2023-09-01;57
GE-00008;Almacen Punto de Ventas 1;2025-09-01;-36
GE-00009;Almacen Punto de Venta 2;2020-09-01;-93
GE-00009;Almacen Punto de Venta 2;2020-10-01;-96
GE-00009;Almacen Punto de Venta 2;2024-10-01;-20
GE-00009;Almacen Punto de Ventas 1;2024-11-01;-37
GE-00010;Almacen Central;2021-12-01;-91
GE-00010;Almacen Central;2022-04-01;-16
GE-00010;Almacen Central;2025-08-01;-40
GE-00010;Almacen Punto de Venta 2;2021-09-01;-57
GE-00010;Almacen Punto de Venta 2;2022-04-01;-29
GE-00010;Almacen Punto de Venta 2;2024-04-01;43
GE-00010;Almacen Punto de Venta 2;2024-12-01;-3
GE-00011;Almacen Central;2021-08-01;-73
GE-00011;Almacen Central;2024-12-01;69
GE-00011;Almacen Punto de Ventas 1;2023-07-01;22
GE-00012;Almacen Central;2020-12-01;69
GE-00012;Almacen Punto de Ventas 1;2024-11-01;41
GE-00013;Almacen Central;2022-12-01;-89
GE-00013;Almacen Central;2024-02-01;31
GE-00013;Almacen Punto de Ventas 1;2020-06-01;-4
GE-00013;Almacen Punto de Ventas 1;2024-11-01;-39
GE-00013;Almacen Punto de Ventas 1;2025-01-01;-99
GE-00014;Almacen Central;2021-10-01;-55
GE-00014;Almacen Punto de Venta 2;2023-02-01;43
GE-00014;Almacen Punto de Venta 2;2025-04-01;-6
GE-00015;Almacen Central;2022-04-01;-43
GE-00015;Almacen Punto de Venta 2;2020-12-01;4
GE-00015;Almacen Punto de Venta 2;2021-08-01;-34
GE-00015;Almacen Punto de Venta 2;2025-02-01;50
GE-00015;Almacen Punto de Venta 2;2025-06-01;-33
GE-00015;Almacen Punto de Ventas 1;2020-04-01;66
GE-00015;Almacen Punto de Ventas 1;2021-06-01;-38
GE-00015;Almacen Punto de Ventas 1;2025-05-01;-10
GECI-00001;Almacen Central;2023-01-01;-44
GECI-00001;Almacen Punto de Ventas 1;2024-10-01;-55
GECI-00001;Almacen Punto de Ventas 1;2025-04-01;-68
GECI-00002;Almacen Central;2020-03-01;-73
GECI-00002;Almacen Central;2022-09-01;-94
GECI-00002;Almacen Punto de Venta 2;2020-11-01;31
GECI-00002;Almacen Punto de Ventas 1;2025-07-01;-72
GECI-00004;Almacen Central;2025-08-01;-75
GECI-00005;Almacen Central;2024-04-01;42
GECI-00005;Almacen Punto de Venta 2;2021-10-01;-55
GECI-00005;Almacen Punto de Ventas 1;2025-04-01;-27
GECI-00005;Almacen Punto de Ventas 1;2025-06-01;14
GECI-00006;Almacen Punto de Venta 2;2023-04-01;-69
GECI-00006;Almacen Punto de Venta 2;2023-08-01;-96
GECI-00006;Almacen Punto de Venta 2;2025-03-01;-40
GECI-00007;Almacen Punto de Ventas 1;2020-06-01;-67
GECI-00007;Almacen Punto de Ventas 1;2021-04-01;-55
GECI-00008;Almacen Central;2020-09-01;-56
GECI-00008;Almacen Punto de Venta 2;2021-03-01;-32
GECI-00008;Almacen Punto de Venta 2;2023-07-01;-97
GECI-00008;Almacen Punto de Ventas 1;2022-02-01;-68
GECI-00008;Almacen Punto de Ventas 1;2023-09-01;-91
GECI-00008;Almacen Punto de Ventas 1;2024-03-01;-40
GECI-00009;Almacen Punto de Venta 2;2024-09-01;-53
GECI-00009;Almacen Punto de Ventas 1;2020-03-01;-71
GECI-00010;Almacen Central;2021-09-01;100
GECI-00010;Almacen Central;2022-06-01;-28
GECI-00010;Almacen Central;2023-04-01;-66
GECI-00010;Almacen Punto de Venta 2;2020-05-01;-28
GECI-00011;Almacen Punto de Venta 2;2021-02-01;81
GECI-00011;Almacen Punto de Venta 2;2023-01-01;62
GECI-00011;Almacen Punto de Venta 2;2024-04-01;-79
GECI-00012;Almacen Punto de Venta 2;2024-08-01;-96
GECI-00012;Almacen Punto de Ventas 1;2021-01-01;-85
GECI-00013;Almacen Central;2020-01-01;-37
GECI-00013;Almacen Central;2022-11-01;82
GECI-00013;Almacen Punto de Venta 2;2021-01-01;-78
GECI-00013;Almacen Punto de Venta 2;2025-10-01;-98
GECI-00013;Almacen Punto de Ventas 1;2021-10-01;-45
GECI-00014;Almacen Punto de Venta 2;2021-02-01;-91
GECI-00014;Almacen Punto de Venta 2;2021-12-01;-41
GECI-00015;Almacen Central;2022-06-01;31
GECI-00015;Almacen Central;2024-03-01;-4
GECI-00015;Almacen Central;2024-09-01;-95
GECI-00015;Almacen Punto de Ventas 1;2023-08-01;-19
GECI-00016;Almacen Punto de Venta 2;2024-09-01;-46
GECI-00016;Almacen Punto de Ventas 1;2024-11-01;-11
GECI-00017;Almacen Central;2021-02-01;-23
GECI-00017;Almacen Punto de Venta 2;2022-12-01;-76
GECI-00017;Almacen Punto de Venta 2;2025-10-01;57
GECI-00017;Almacen Punto de Ventas 1;2022-08-01;59
GECI-00018;Almacen Central;2021-07-01;-67
GECI-00018;Almacen Punto de Venta 2;2021-07-01;-25
GECI-00018;Almacen Punto de Ventas 1;2022-02-01;-3
GECI-00018;Almacen Punto de Ventas 1;2022-11-01;-42
GECI-00019;Almacen Central;2022-01-01;-34
GECI-00019;Almacen Central;2022-09-01;-16
GECI-00019;Almacen Punto de Ventas 1;2021-01-01;-61
GECI-00019;Almacen Punto de Ventas 1;2021-07-01;82
GECI-00020;Almacen Punto de Venta 2;2023-09-01;85
GECI-00020;Almacen Punto de Venta 2;2025-05-01;-2
GECI-00020;Almacen Punto de Ventas 1;2025-12-01;-90
GECI-00021;Almacen Central;2024-12-01;7
GECI-00021;Almacen Punto de Venta 2;2020-09-01;-43
GECI-00021;Almacen Punto de Venta 2;2021-09-01;81
GECI-00021;Almacen Punto de Ventas 1;2022-02-01;-87
GECI-00022;Almacen Central;2021-03-01;35
GECI-00022;Almacen Punto de Venta 2;2022-01-01;-44
GEL-00001;Almacen Central;2021-12-01;-46
GEL-00001;Almacen Central;2022-03-01;-69
GEL-00001;Almacen Punto de Ventas 1;2020-07-01;-66
GPC-00001;Almacen Central;2020-08-01;-28
GPC-00001;Almacen Punto de Venta 2;2021-09-01;-57
GPC-00001;Almacen Punto de Venta 2;2025-10-01;-9
HJC-00001;Almacen Punto de Ventas 1;2023-10-01;-18
HJC-00001;Almacen Punto de Ventas 1;2025-01-01;-7
HJC-00002;Almacen Central;2021-02-01;-41
HJC-00002;Almacen Punto de Venta 2;2023-12-01;51
HJC-00002;Almacen Punto de Venta 2;2025-09-01;-77
HJC-00002;Almacen Punto de Ventas 1;2021-03-01;4
HJC-00002;Almacen Punto de Ventas 1;2023-05-01;-23
HJC-00003;Almacen Central;2020-03-01;-99
HJC-00003;Almacen Central;2020-09-01;-39
HJC-00003;Almacen Central;2024-12-01;87
HJC-00003;Almacen Punto de Ventas 1;2023-09-01;60
HJC-00004;Almacen Punto de Venta 2;2023-05-01;61
HJC-00004;Almacen Punto de Ventas 1;2021-08-01;66
HJC-00004;Almacen Punto de Ventas 1;2025-10-01;-61
HJC-00004;Almacen Punto de Ventas 1;2025-12-01;76
HJC-00005;Almacen Central;2023-05-01;-33
HJC-00005;Almacen Punto de Venta 2;2022-05-01;-37
HJC-00005;Almacen Punto de Ventas 1;2021-06-01;-35
HJC-00006;Almacen Punto de Venta 2;2025-06-01;-34
HJC-00006;Almacen Punto de Ventas 1;2020-07-01;-98
HJC-00006;Almacen Punto de Ventas 1;2022-02-01;83
HJC-00007;Almacen Punto de Venta 2;2021-08-01;-50
HJC-00007;Almacen Punto de Venta 2;2025-02-01;-68
HJC-00007;Almacen Punto de Ventas 1;2022-12-01;-96
HJC-00007;Almacen Punto de Ventas 1;2024-10-01;-51
ITM-00001;Almacen Central;2022-08-01;-85
ITM-00001;Almacen Central;2024-08-01;-43
ITM-00001;Almacen Punto de Venta 2;2021-08-01;-92
ITM-00001;Almacen Punto de Venta 2;2024-07-01;-55
ITM-00002;Almacen Punto de Venta 2;2022-03-01;-38
ITM-00003;Almacen Central;2020-10-01;-44
ITM-00003;Almacen Central;2022-12-01;-52
ITM-00003;Almacen Punto de Venta 2;2020-12-01;-54
ITM-00003;Almacen Punto de Ventas 1;2023-07-01;-34
ITM-00004;Almacen Central;2021-05-01;96
ITM-00004;Almacen Central;2022-03-01;61
ITM-00004;Almacen Central;2022-06-01;-56
ITM-00004;Almacen Punto de Ventas 1;2024-12-01;-50
ITM-00005;Almacen Punto de Venta 2;2024-08-01;-50
ITM-00006;Almacen Central;2022-04-01;25
ITM-00006;Almacen Central;2024-03-01;-4
ITM-00006;Almacen Punto de Venta 2;2020-08-01;-86
ITM-00006;Almacen Punto de Venta 2;2023-05-01;-24
ITM-00007;Almacen Central;2021-09-01;-8
ITM-00007;Almacen Central;2022-01-01;-68
ITM-00007;Almacen Central;2023-03-01;14
ITM-00007;Almacen Punto de Venta 2;2020-01-01;60
LLT-0001;Almacen Punto de Venta 2;2023-05-01;19
LLT-0001;Almacen Punto de Ventas 1;2024-08-01;-94
LLT-0001;Almacen Punto de Ventas 1;2024-10-01;-60
LLT-0001;Almacen Punto de Ventas 1;2025-04-01;-81
LLT-0002;Almacen Central;2025-11-01;-13
LLT-0002;Almacen Punto de Venta 2;2023-01-01;-95
LLT-0002;Almacen Punto de Venta 2;2025-05-01;-11
LLT-0002;Almacen Punto de Venta 2;2025-07-01;81
LLT-0002;Almacen Punto de Ventas 1;2022-03-01;-73
LLT-0002;Almacen Punto de Ventas 1;2024-02-01;-36
LLT-0002;Almacen Punto de Ventas 1;2024-07-01;-72
LLT-0002;Almacen Punto de Ventas 1;2024-12-01;-11
LLT-0003;Almacen Central;2021-06-01;93
LLT-0003;Almacen Central;2023-01-01;-93
LLT-0003;Almacen Punto de Venta 2;2021-03-01;-71
LLT-0003;Almacen Punto de Venta 2;2021-06-01;-51
LLT-0003;Almacen Punto de Venta 2;2023-03-01;2
MCN-00001;Almacen Punto de Ventas 1;2025-07-01;-53
MCN-00002;Almacen Central;2021-08-01;47
MCN-00002;Almacen Punto de Ventas 1;2021-05-01;-18
MCN-00003;Almacen Punto de Venta 2;2021-04-01;-27
MCN-00003;Almacen Punto de Venta 2;2023-03-01;48
MCN-00003;Almacen Punto de Ventas 1;2021-01-01;-72
MCN-00003;Almacen Punto de Ventas 1;2022-08-01;-10
MCN-00004;Almacen Central;2020-06-01;-25
MCN-00004;Almacen Punto de Venta 2;2020-07-01;-65
MCN-00004;Almacen Punto de Venta 2;2020-12-01;-9
MCN-00004;Almacen Punto de Ventas 1;2021-05-01;-96
MCN-00004;Almacen Punto de Ventas 1;2021-08-01;-65
MCN-00005;Almacen Central;2022-05-01;-43
MCN-00005;Almacen Central;2022-07-01;18
MCN-00005;Almacen Central;2024-10-01;-95
MCN-00005;Almacen Central;2025-11-01;-48
MCN-00005;Almacen Punto de Venta 2;2020-12-01;-20
MCN-00005;Almacen Punto de Ventas 1;2025-02-01;49
MCN-00006;Almacen Central;2022-08-01;-39
MCN-00006;Almacen Punto de Venta 2;2020-02-01;-15
MCN-00007;Almacen Punto de Venta 2;2021-05-01;97
MCN-00007;Almacen Punto de Ventas 1;2020-02-01;-25
MCN-00007;Almacen Punto de Ventas 1;2023-11-01;-50
MCN-00008;Almacen Central;2021-06-01;-34
MCN-00008;Almacen Punto de Venta 2;2025-02-01;-38
MCN-00009;Almacen Punto de Venta 2;2025-11-01;-65
MCN-00010;Almacen Central;2024-04-01;91
MCN-00010;Almacen Punto de Ventas 1;2022-05-01;-4
